TradeDate;Symbol;SecurityName;IsStock;Market;Last;LogReturnLast;SharesIssued
02.01.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3100.0000;-0.019169916107721;2239810
03.01.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3060.0000;-0.012987195526811;2239810
04.01.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3080.0000;0.0065146810211942;2239810
07.01.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3160.0000;0.025642430613338;2239810
08.01.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3140.0000;-0.0063492276786583;2239810
09.01.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3180.0000;0.012658396871922;2239810
10.01.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3140.0000;-0.012658396871922;2239810
11.01.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3180.0000;0.012658396871922;2239810
14.01.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3280.0000;0.030962225603968;2239810
15.01.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3300.0000;0.0060790460763815;2239810
16.01.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3380.0000;0.023953241022493;2239810
17.01.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3500.0000;0.03488725900044;2239810
18.01.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3500.0000;0;2239810
21.01.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3460.0000;-0.011494379425734;2239810
22.01.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3480.0000;0.0057637047167489;2239810
23.01.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3480.0000;0;2239810
24.01.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3440.0000;-0.011560822401075;2239810
25.01.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3400.0000;-0.011696039763192;2239810
28.01.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3480.0000;0.023256862164267;2239810
29.01.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3480.0000;0;2239810
30.01.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3480.0000;0;2239810
31.01.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3480.0000;0;2239810
01.02.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3480.0000;0;2239810
04.02.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3460.0000;-0.0057637047167489;2239810
05.02.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3440.0000;-0.0057971176843257;2239810
06.02.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3460.0000;0.0057971176843257;2239810
07.02.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3420.0000;-0.01162803799512;2239810
08.02.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3420.0000;0;2239810
11.02.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3480.0000;0.017391742711869;2239810
12.02.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3420.0000;-0.017391742711869;2239810
13.02.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3440.0000;0.0058309203107942;2239810
14.02.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3460.0000;0.0057971176843257;2239810
15.02.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3420.0000;-0.01162803799512;2239810
18.02.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3420.0000;0;2239810
19.02.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3440.0000;0.0058309203107942;2239810
20.02.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3360.0000;-0.023530497410196;2239810
21.02.2019 00:00;AFK;Arendals Fossekompani;1;OSE;;;2239810
22.02.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3240.0000;;2239810
25.02.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3200.0000;-0.012422519998557;2239810
26.02.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3200.0000;0;2239810
27.02.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3200.0000;0;2239810
28.02.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3280.0000;0.024692612590371;2239810
01.03.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3280.0000;0;2239810
04.03.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3260.0000;-0.0061162270174364;2239810
05.03.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3260.0000;0;2239810
06.03.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3120.0000;-0.043894193557225;2239810
07.03.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3140.0000;0.0063897980987715;2239810
08.03.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3200.0000;0.018928009885519;2239810
11.03.2019 00:00;AFK;Arendals Fossekompani;1;OSE;;;2239810
12.03.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3360.0000;;2239810
13.03.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3220.0000;-0.042559614418796;2239810
14.03.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3160.0000;-0.018809331957495;2239810
15.03.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3180.0000;0.0063091691932637;2239810
18.03.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3160.0000;-0.0063091691932637;2239810
19.03.2019 00:00;AFK;Arendals Fossekompani;1;OSE;;;2239810
20.03.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3200.0000;;2239810
21.03.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3200.0000;0;2239810
22.03.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3180.0000;-0.0062696130135969;2239810
25.03.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3180.0000;0;2239810
26.03.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3160.0000;-0.0063091691932637;2239810
27.03.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3180.0000;0.0063091691932637;2239810
28.03.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3000.0000;-0.058268908123976;2239810
29.03.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3100.0000;0.032789822822991;2239810
01.04.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3080.0000;-0.0064725145056173;2239810
02.04.2019 00:00;AFK;Arendals Fossekompani;1;OSE;3150.0000;0.022472855852058;2239810
