TradeDate;Symbol;SecurityName;IsStock;Market;Last;LogReturnLast;SharesIssued
02.07.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2780.0000;0.010850016024066;2239810
03.07.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2800.0000;0.0071684894786124;2239810
04.07.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2750.0000;-0.018018505502678;2239810
05.07.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2730.0000;-0.007299302481611;2239810
08.07.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2660.0000;-0.025975486403261;2239810
09.07.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2680.0000;0.0074906717291574;2239810
10.07.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2730.0000;0.018484814674103;2239810
11.07.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2700.0000;-0.011049836186586;2239810
12.07.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2750.0000;0.018349138668197;2239810
15.07.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2750.0000;0;2239810
16.07.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2610.0000;-0.052250690343878;2239810
17.07.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2650.0000;0.015209418663529;2239810
18.07.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2680.0000;0.011257154524634;2239810
19.07.2019 00:00;AFK;Arendals Fossekompani;1;OSE;;;2239810
22.07.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2730.0000;;2239810
23.07.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2610.0000;-0.044951387862267;2239810
24.07.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2690.0000;0.030190972279146;2239810
25.07.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2650.0000;-0.014981553615617;2239810
26.07.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2650.0000;0;2239810
29.07.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2600.0000;-0.019048194970694;2239810
30.07.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2560.0000;-0.015504186535965;2239810
31.07.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2590.0000;0.011650617219975;2239810
01.08.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2540.0000;-0.019493794681001;2239810
02.08.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2590.0000;0.019493794681001;2239810
05.08.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2590.0000;0;2239810
06.08.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2600.0000;0.0038535693159902;2239810
07.08.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2600.0000;0;2239810
08.08.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2500.0000;-0.039220713153282;2239810
09.08.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2540.0000;0.015873349156291;2239810
12.08.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2600.0000;0.023347363996991;2239810
13.08.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2600.0000;0;2239810
14.08.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2570.0000;-0.011605546120308;2239810
15.08.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2600.0000;0.011605546120308;2239810
16.08.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2550.0000;-0.019418085857102;2239810
19.08.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2560.0000;0.0039138993211365;2239810
20.08.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2600.0000;0.015504186535965;2239810
21.08.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2610.0000;0.0038387763071652;2239810
22.08.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2640.0000;0.011428695823623;2239810
23.08.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2600.0000;-0.015267472130788;2239810
26.08.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2640.0000;0.015267472130788;2239810
27.08.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2510.0000;-0.050496164014532;2239810
28.08.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2390.0000;-0.048989387200273;2239810
29.08.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2330.0000;-0.02542509836581;2239810
30.08.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2350.0000;0.0085470605784588;2239810
02.09.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2400.0000;0.021053409197832;2239810
03.09.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2330.0000;-0.029600469776291;2239810
04.09.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2370.0000;0.01702168756943;2239810
05.09.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2490.0000;0.049392755329577;2239810
06.09.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2470.0000;-0.0080645598367308;2239810
09.09.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2450.0000;-0.00813012608325;2239810
10.09.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2530.0000;0.032131278182794;2239810
11.09.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2550.0000;0.0078740564309054;2239810
12.09.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2600.0000;0.019418085857102;2239810
13.09.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2600.0000;0;2239810
16.09.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2570.0000;-0.011605546120308;2239810
17.09.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2580.0000;0.0038835000263981;2239810
18.09.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2560.0000;-0.0077821404420551;2239810
19.09.2019 00:00;AFK;Arendals Fossekompani;1;OSE;2580.0000;0.0077821404420551;2239810
